Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Id,canonical_Source,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone,canonical_Fax,canonical_Program Name,canonical_Length of Day,canonical_IDHS Provider ID,canonical_Agency,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Program Option,canonical_Number per Site EHS,canonical_Number per Site HS,canonical_Director,canonical_Head Start Fund,canonical_Eearly Head Start Fund,canonical_CC fund,canonical_Progmod,canonical_Website,canonical_Executive Director,canonical_Center Director,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_NAEYC Program Id,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Purple binder service type,canonical_Column,canonical_Column2
608,0.9991489,2801,ECE Chicago Find a School scrape.csv, Talcott,1840 W. Ohio ,60622,5347130,,,,,,West Town,,,,,,,,,,,,,PFA-REG,,,,,,,,b'963',b'cps_early_childhood_portal_scrape.csv',b'talcott',b'1840 w. ohio',b'60622',b'5347130',b'',b'prekindergarten for all',b'5-6 hours',b'',b'',b'west town',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
539,0.9991489052772522,2802,ECE Chicago Find a School scrape.csv, Talman,5450 S. Talman ,60632,5357850,,,,,,Gage Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1081',b'cps_early_childhood_portal_scrape.csv',b'talman',b'5450 s. talman',b'60632',b'5357850',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'gage park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
538,0.9701551198959351,2803,ECE Chicago Find a School scrape.csv, Tanner (Blended),7350 S. Evans ,60619,5353870,,,,,,Greater Grand Crossing,,,,,,,,,,,,,HS-HD,,,,,,,,b'2079',b'dfss_agencysitelies_2012.csv',b'tanner',b'7350 s. evans',b'60619',b'5353870',b'',b'head start',b'3-4 hours',b'',b'',b'greater grand crossing',b'chicago public schools',b'greater grand crossing',b'',b'',b'',b'',b'mrs. mona t. miller',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'kenndell smith',b'',b'',b'',b'',b'',b''
741,0.9991556,2804,ECE Chicago Find a School scrape.csv, Taylor,9912 S. Avenue H ,60617,5356240,,,,,,East Side,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1159',b'cps_early_childhood_portal_scrape.csv',b'taylor',b'9912 s. avenue',b'60617',b'5356240',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'east side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
4,0.9996297955513,2805,ECE Chicago Find a School scrape.csv, Teddy Bear 1,2649 W. 51st St ,60632,4760700,,,,,,Gage Park,,,,,,,,,,,,,CP,,,,,,,,b'2158',b'dfss_agencysitelies_2012.csv',b'el valor teddy bear 1 (51st street)',b'2649 w 51st street',b'60632',b'4760700',b'',b'',b'',b'',b'',b'gage park',b'el valor',b'gage park',b'',b'',b'',b'',b'francy torres',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'francy torres',b'',b'',b'',b'',b'',b''
3,0.9966877102851868,2806,ECE Chicago Find a School scrape.csv, Teddy Bear 2,3800 W. 84th Street ,60652,2842141,,,,,,Ashburn,,,,,,,,,,,,,CP,,,,,,,,b'341',b'cps_early_childhood_portal_scrape.csv',"b'teddy bear nursery school, inc. ii'",b'3473 w. columbus',b'60652',b'2842141',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'ashburn',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b''
6,0.9996455311775208,2807,ECE Chicago Find a School scrape.csv, Teddy Bear 3,6401 S. Pulaski ,60629,2842292,,,,,,West Lawn,,,,,,,,,,,,,CP,,,,,,,,b'2160',b'dfss_agencysitelies_2012.csv',b'el valor teddy bear 3 (6401 s pulaski rd)',b'6401 s pulaski',b'60629',b'2842292',b'',b'',b'',b'',b'',b'west lawn',b'el valor',b'west lawn',b'',b'',b'',b'',b'natasha catchings',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'natasha catchings',b'',b'',b'',b'',b'',b''
7,0.9996391832828522,2808,ECE Chicago Find a School scrape.csv, Teddy Bear 5,5160 S. Pulaski ,60632,2847030,,,,,,West Elsdon,,,,,,,,,,,,,CP,,,,,,,,b'2161',b'dfss_agencysitelies_2012.csv',b'el valor teddy bear 5 (5160 s pulaski)',b'5160 s pulaski rd.',b'60632',b'2847030',b'',b'',b'',b'',b'',b'west elsdon',b'el valor',b'west elsdon',b'',b'',b'',b'',b'mary zirngibl',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'mary zirngibl',b'',b'',b'',b'',b'',b''
1126,,2809,ECE Chicago Find a School scrape.csv, Teddy Bear VI,150 S. Wacker ,60606,6412327,,,,,,Loop,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,0.9989,2810,ECE Chicago Find a School scrape.csv, Terry Town Nursery School,817 N. Hamlin ,60651,4894271,,,,,,Humboldt Park,,,,,,,,,,,,,CP,,,,,,,,b'456',b'cps_early_childhood_portal_scrape.csv',"b'terry town nursery school, inc.'",b'817 n. hamlin',b'60651',b'4894271',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'humboldt park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b''
735,0.99957674741745,2811,ECE Chicago Find a School scrape.csv," Thorp, J.N.",8914 S. Buffalo ,60617,5356250,,,,,,South Chicago,,,,,,,,,,,,,HS-HD,,,,,,,,b'2081',b'dfss_agencysitelies_2012.csv',"b'chicago public schools thorp, james n.'",b'8914 s buffalo ave.',b'60617',b'5356250',b'',b'',b'',b'',b'',b'south chicago',b'chicago public schools',b'south chicago',b'',b'',b'',b'',b'tony fisher',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'tony fisher',b'',b'',b'',b'',b'',b''
76,0.9867419749498367,2812,ECE Chicago Find a School scrape.csv, Thresholds Mothers' Project,1110 W. Belmont  ,60657,4720328,,,,,,Lake View,,,,,,,,,,,,,CP,,,,,,,,b'228',b'ece chicago find a school scrape.csv',"b""thresholds mothers' project""",b'1110 w. belmont',b'60657',b'5373290',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'lake view',b'thresholds',b'lake view',b'',b'',b'',b'',b'marshelia harris',b'no',b'no',b'no',"b'2535it(child care it center), 2535ps(child care ps center),'",b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
76,0.9818663895130157,2813,ECE Chicago Find a School scrape.csv, Thresholds Mothers' Project I/T,1110 W. Belmont  ,60657,4720328,,,,,,Lake View,,,,,,,,,,,,,CP,,,,,,,,b'228',b'ece chicago find a school scrape.csv',"b""thresholds mothers' project""",b'1110 w. belmont',b'60657',b'5373290',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'lake view',b'thresholds',b'lake view',b'',b'',b'',b'',b'marshelia harris',b'no',b'no',b'no',"b'2535it(child care it center), 2535ps(child care ps center),'",b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
616,0.9991489,2814,ECE Chicago Find a School scrape.csv, Tilton,223 N. Keeler Av. ,60624,5346746,,,,,,West Garfield Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'974',b'cps_early_childhood_portal_scrape.csv',b'tilton',b'223 n. keeler av.',b'60624',b'5346746',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'west garfield park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
1127,,2815,ECE Chicago Find a School scrape.csv, Tiny Tot Villa,8121 S. King Drive ,60619,4836521,,,,,,Chatham,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,0.7430786093076069,2816,ECE Chicago Find a School scrape.csv, Trinity UCC - Denton Brooks,6921 S. Stony Island  ,60649,9552818,,,,,,South Shore,,,,,,,,,,,,,CP,,,,,,,,b'1298',b'cps_early_childhood_portal_scrape.csv',b'trinity united church of christ - dr. denton j. brooks center',b'6921 s stony island',b'60649',b'9552818',b'',b'child care',b'half day/full day',b'',b'',b'south shore',b'trinity united church of christ',b'south shore',b'',b'',b'',b'',b'cherie brown',b'yes',b'no',b'yes',"b'7079ps(hs collaboration with childcare & prek), 4118ps(child'",b'www.tucc.org',b'janet moore',b'cherie brown',b'',b'',b'',b'',b'',b''
689,0.9991489,2817,ECE Chicago Find a School scrape.csv, Trumbull,5200 N. Ashland ,60640,5342430,,,,,,Edgewater,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1071',b'cps_early_childhood_portal_scrape.csv',b'trumbull',b'5200 n. ashland',b'60640',b'5342430',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'edgewater',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
1128,,2818,ECE Chicago Find a School scrape.csv, Twain,5134 S. Lotus Ave ,60638,5352290,,,,,,Garfield Ridge,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,0.9566165,2819,ECE Chicago Find a School scrape.csv, UIC Children's Cent I East,728 W. Roosevelt Rd ,60607,4135331,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,,b'440',b'cps_early_childhood_portal_scrape.csv',b'uic children?s center i - east',b'728 w. roosevelt (m/c 050) rm. 287',b'60607',b'4135331',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'near west side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b''
356,0.96057016,2820,ECE Chicago Find a School scrape.csv, UIC Children's Cent II West,1919 W. Taylor ,60612,4135326,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,,b'272',b'cps_early_childhood_portal_scrape.csv',b'uic children?s center ii - west',b'1919 w. taylor (m/c 525) rm. 128',b'60612',b'4135326',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'near west side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b''
631,0.042126045,2821,ECE Chicago Find a School scrape.csv," Vick, Barbara Ctr.",2554 W. 113Th St ,60655,5352671,,,,,,Morgan Park,,,,,,,,,,,,,PFA-REG TS,,,,,,,,b'989',b'cps_early_childhood_portal_scrape.csv',b'barbara vick early childhood & fam center',b'2554 w. 113th st',b'60655',b'5352671',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'morgan park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg ts',b'',b'',b'',b'',b'',b'',b''
684,0.9991489,2822,ECE Chicago Find a School scrape.csv, Volta,4950 N. Avers ,60625,5345080,,,,,,Albany Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1067',b'cps_early_childhood_portal_scrape.csv',b'volta',b'4950 n. avers',b'60625',b'5345080',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'albany park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
32,0.9995743632316589,2823,ECE Chicago Find a School scrape.csv, Von Humboldt CPC,1345 N. Rockwell ,60622,5344668,,,,,,West Town,,,,,,,,,,,,,CPC-FD,,,,,,,,b'199',b'cps_early_childhood_portal_scrape.csv',b'von humboldt cpc',b'1345 n. rockwell',b'60622',b'5344668',b'',b'child parent center',b'3-4 hours',b'',b'',b'west town',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cpc-fd',b'',b'',b'',b'',b'',b'',b'child parent center'
385,0.9991489052772522,2824,ECE Chicago Find a School scrape.csv, Wadsworth,6420 S. University ,60637,5350730,,,,,,Woodlawn,,,,,,,,,,,,,PFA-REG PFA-FD,,,,,,,,b'1101',b'cps_early_childhood_portal_scrape.csv',b'wadsworth',b'6420 s. university',b'60637',b'5350730',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'woodlawn',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg pfa-fd',b'',b'',b'',b'',b'',b'',b''
610,0.9991489,2825,ECE Chicago Find a School scrape.csv, Walsh,2015 S. Peoria ,60608,5347950,,,,,,Lower West Side,,,,,,,,,,,,,PFA-REG,,,,,,,,b'967',b'cps_early_childhood_portal_scrape.csv',b'walsh',b'2015 s. peoria',b'60608',b'5347950',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'lower west side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
632,0.9978209,2826,ECE Chicago Find a School scrape.csv, Ward,2701 S. Shields ,60616,5349050,,,,,,Armour Square,,,,,,,,,,,,,PFA-REG,,,,,,,,b'991',b'cps_early_childhood_portal_scrape.csv',"b'ward, j.'",b'2701 s. shields',b'60616',b'5349050',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'armour square',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
339,0.9991489052772522,2827,ECE Chicago Find a School scrape.csv," Ward, Laura",410 N. Monticello ,60624,5346440,,,,,,Humboldt Park,,,,,,,,,,,,,HS-HD,,,,,,,,b'729',b'cps_early_childhood_portal_scrape.csv',"b'ward, laura'",b'410 n. monticello',b'60624',b'5346440',b'',b'head start',b'3-4 hours',b'',b'',b'humboldt park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b''
738,0.9991489,2828,ECE Chicago Find a School scrape.csv, Warren,9239 S. Jeffery ,60617,5356625,,,,,,Calumet Heights,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1152',b'cps_early_childhood_portal_scrape.csv',b'warren',b'9239 s. jeffery',b'60617',b'5356625',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'calumet heights',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
545,0.9991489052772522,2829,ECE Chicago Find a School scrape.csv, Washington G.,3611 E. 114Th St. ,60617,5355010,,,,,,East Side,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1029',b'cps_early_childhood_portal_scrape.csv',b'washington g.',b'3611 e. 114th st.',b'60617',b'5355010',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'east side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
736,0.9991489,2830,ECE Chicago Find a School scrape.csv," Washington, H.",9130 S. University ,60617,5356225,,,,,,Burnside,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1150',b'cps_early_childhood_portal_scrape.csv',"b'washington, h.'",b'9130 s. university',b'60617',b'5356225',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'burnside',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
675,0.9994325637817383,2831,ECE Chicago Find a School scrape.csv, Waters,4540 N. Campbell ,60625,5345090,,,,,,Lincoln Square,,,,,,,,,,,,,PFA-REG,,,,,,,,b'2831',b'cps_early_childhood_portal_scrape.csv',b'waters',b'4540 n. campbell',b'60625',b'5345090',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'lincoln square',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
675,0.9994325637817383,2832,ECE Chicago Find a School scrape.csv, Waters,4540 N. Campbell ,60625,5345090,,,,,,Lincoln Square,,,,,,,,,,,,,TB,,,,,,,,b'2831',b'cps_early_childhood_portal_scrape.csv',b'waters',b'4540 n. campbell',b'60625',b'5345090',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'lincoln square',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
720,0.9991489052772522,2833,ECE Chicago Find a School scrape.csv, Wentworth,6950 S. Sangamon ,60621,5353394,,,,,,Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1116',b'cps_early_childhood_portal_scrape.csv',b'wentworth',b'6950 s. sangamon',b'60621',b'5353394',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'englewood',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
596,0.9991489,2834,ECE Chicago Find a School scrape.csv, West Park Acad,1425 N. Tripp ,60651,5344940,,,,,,Humboldt Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'947',b'cps_early_childhood_portal_scrape.csv',b'west park acad',b'1425 n. tripp',b'60651',b'5344940',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'humboldt park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
587,0.00056294847,2835,ECE Chicago Find a School scrape.csv, West Pullman,11941 S. Parnell Ave ,60628,5355500,,,,,,West Pullman,,,,,,,,,,,,,PFA-REG,,,,,,,,b'932',b'cps_early_childhood_portal_scrape.csv',b'pullman west',b'11941 s. parnell ave',b'60628',b'5355500',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'west pullman',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
719,0.9969137907028198,2836,ECE Chicago Find a School scrape.csv, Westcott,409 W. 80Th St. ,60620,5353394,,,,,,Chatham,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1038',b'cps_early_childhood_portal_scrape.csv',b'westcott',b'409 w. 80th st.',b'60620',b'5353090',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'chatham',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
343,0.9992704561778477,2837,ECE Chicago Find a School scrape.csv, Wheatley CPC,902 E. 133rd Pl ,60627,5355718,,,,,,Riverdale,,,,,,,,,,,,,CPC-FD,,,,,,,,b'213',b'cps_early_childhood_portal_scrape.csv',b'wheatley cpc',b'902 e. 133rd pl',b'60627',b'5355718',b'',b'head start',b'3-4 hours',b'',b'',b'riverdale',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cpc-fd',b'',b'',b'',b'',b'',b'',b'child parent center'
586,0.9991489,2838,ECE Chicago Find a School scrape.csv, Whistler,11533 S. Ada ,60643,5355560,,,,,,West Pullman,,,,,,,,,,,,,PFA-REG,,,,,,,,b'931',b'cps_early_childhood_portal_scrape.csv',b'whistler',b'11533 s. ada',b'60643',b'5355560',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'west pullman',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
639,0.9991489,2839,ECE Chicago Find a School scrape.csv, Whitney,2815 S. Komensky ,60623,5341560,,,,,,South Lawndale,,,,,,,,,,,,,PFA-REG,,,,,,,,b'998',b'cps_early_childhood_portal_scrape.csv',b'whitney',b'2815 s. komensky',b'60623',b'5341560',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'south lawndale',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
460,0.9997027913729349,2840,ECE Chicago Find a School scrape.csv, Whittier,1900 W. 23rd St. ,60608,5354590,,,,,,Lower West Side,,,,,,,,,,,,,HS-HD,,,,,,,,b'2083',b'dfss_agencysitelies_2012.csv',b'whittier',b'1900 w. 23rd st.',b'60608',b'5354590',b'',b'head start',b'3-4 hours',b'',b'',b'lower west side',b'chicago public schools',b'lower west side',b'',b'',b'',b'',b'ms. zoila garcia',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. zoila garcia',b'',b'',b'',b'',b'',b''
476,0.9999229609966278,2841,ECE Chicago Find a School scrape.csv, Williams,2710 S.Dearborn ,60616,5349226,,,,,,Douglas,,,,,,,,,,,,,HS-HD,,,,,,,,b'2084',b'dfss_agencysitelies_2012.csv',"b'chicago public schools williams, daniel h.'",b'2710 s dearborn',b'60616',b'5349226',b'',b'',b'',b'',b'',b'douglas',b'chicago public schools',b'douglas',b'',b'',b'',b'',b'ms. lashonn graham',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. lashonn graham',b'',b'',b'',b'',b'',b''
33,0.9999998211860657,2842,ECE Chicago Find a School scrape.csv, Woodlawn EC Development Ctr,950 E 61st St ,60637,6673300,,,,,,Woodlawn,,,,,,,,,,,,,CP,,,,,,,,b'2842',b'ece chicago find a school scrape.csv',b'woodlawn ec development ctr',b'950 e 61st st',b'60637',b'6673300',b'',b'',b'',b'',b'',b'woodlawn',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b''
33,0.9999998211860657,2843,ECE Chicago Find a School scrape.csv, Woodlawn EC Development Ctr I/T,950 E 61st St ,60637,6673300,,,,,,Woodlawn,,,,,,,,,,,,,CP,,,,,,,,b'2842',b'ece chicago find a school scrape.csv',b'woodlawn ec development ctr',b'950 e 61st st',b'60637',b'6673300',b'',b'',b'',b'',b'',b'woodlawn',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b''
35,0.9999854,2844,ECE Chicago Find a School scrape.csv, Woodlawn T.W.O. Infant Toddler,1445 E. 65th St. ,60637,4931311,,,,,,Woodlawn,,,,,,,,,,,,,CP,,,,,,,,b'2844',b'ece chicago find a school scrape.csv',b'woodlawn t.w.o. infant toddler',b'1445 e. 65th st.',b'60637',b'4931311',b'',b'',b'',b'',b'',b'woodlawn',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
713,0.9991489,2845,ECE Chicago Find a School scrape.csv, Woods,6206 S. Racine ,60636,5359250,,,,,,West Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1098',b'cps_early_childhood_portal_scrape.csv',b'woods',b'6206 s. racine',b'60636',b'5359250',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'west englewood',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
510,0.9992332458496094,2846,ECE Chicago Find a School scrape.csv, Woodson South,4511 S. Evans Ave ,60653,5351280,,,,,,Grand Boulevard,,,,,,,,,,,,,HS-FD,,,,,,,,b'748',b'cps_early_childhood_portal_scrape.csv',b'woodson south',b'4444 s. evans ave',b'60653',b'5351280',b'',b'head start',b'5-6 hours',b'',b'',b'grand boulevard',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'hs-fd',b'',b'',b'',b'',b'',b'',b''
457,0.9995619356632233,2847,ECE Chicago Find a School scrape.csv, Yates,1839 N. Richmond ,60647,5344550,,,,,,Logan Square,,,,,,,,,,,,,HS-HD,,,,,,,,b'2087',b'cps_early_childhood_portal_scrape.csv',b'yates',b'1839 n. richmond',b'60647',b'5344550',b'',b'head start',b'5-6 hours',b'',b'',b'logan square',b'chicago public schools',b'logan square',b'',b'',b'',b'',b'mr. harry randell',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'mr. harry randell',b'',b'',b'',b'',b'',b''
60,0.9999997615814209,2848,ECE Chicago Find a School scrape.csv, YMCA Austin,501 N. Central ,60644,2879120,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,,b'2848',b'ece chicago find a school scrape.csv',b'ymca austin',b'501 n. central',b'60644',b'2879120',b'',b'',b'',b'',b'',b'austin',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
67,0.9999991655349731,2849,ECE Chicago Find a School scrape.csv, YMCA Duncan,1001 W. Roosevelt Rd ,60608,7385443,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,,b'2849',b'ece chicago find a school scrape.csv',b'ymca duncan',b'1001 w. roosevelt rd',b'60608',b'7385443',b'',b'',b'',b'',b'',b'near west side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
205,0.9781262278556824,2850,ECE Chicago Find a School scrape.csv, YMCA Garfield,7 N. Homan Av. ,60624,2653900,,,,,,East Garfield Park,,,,,,,,,,,,,CP,,,,,,,,b'3292',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - garfield head start/child developmental center- ymca',b'7 n homan ave',b'60624',b'2653900',b'',b'head start',b'extended day',b'',b'',b'east garfield park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'10/01/15',b'508110',b'phernandez@ymcachicago.org',b'',b'child care'
205,0.9535481598642137,2851,ECE Chicago Find a School scrape.csv, YMCA Garfield I/T,7 N. Homan Av. ,60624,2653900,,,,,,East Garfield Park,,,,,,,,,,,,,CP,,,,,,,,b'3292',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - garfield head start/child developmental center- ymca',b'7 n homan ave',b'60624',b'2653900',b'',b'head start',b'extended day',b'',b'',b'east garfield park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'10/01/15',b'508110',b'phernandez@ymcachicago.org',b'',b'child care'
187,0.5681958198547363,2852,ECE Chicago Find a School scrape.csv, YMCA High Ridge,2424 W Touhy ,60645,2716120,,,,,,West Ridge,,,,,,,,,,,,,CP,,,,,,,,b'74',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - high ridge ymca',b'2424 w touhy',b'60645',b'2628300',b'',b'child care',b'half day/full day',b'',b'',b'west ridge',b'ymca of metropolitan chicago',b'west ridge',b'',b'',b'',b'',b'linda acevedo',b'yes',b'no',b'yes',"b'2132it(child care it center), 7094ps(hs collaboration with c'",b'www.ymcachicago.org',b'dorothy cole-gary',b'linda acevedo',b'',b'11/30/14',b'725321',b'',b'',b''
1129,,2853,ECE Chicago Find a School scrape.csv, YMCA Marshall HS Infant/Toddler,3520 W. Adams ,60647,2650145,,,,,,East Garfield Park,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
